project_id,module_class,dimension,observed_value_mm,market_match,market_rank,studio_classification,observation_count,component_count,project_count,evidence_type,confidence,source_reference,notes
P-2024-08-01,detail,length,86,NOT_COMPARABLE,,UNRESOLVED,1,0,1,DIRECT,high,stages/02-normalization/normalized-items.csv,DIRECT detail dimension; not a module dimension. Component ID absent.
P-2026-01-16,facade,length,1390,NOT_COMPARABLE,,UNRESOLVED,1,1,1,DIRECT,high,stages/02-normalization/normalized-items.csv,DIRECT facade dimension; not a module dimension.
P-2026-01-16,facade,length,2265,NOT_COMPARABLE,,UNRESOLVED,1,1,1,DIRECT,high,stages/02-normalization/normalized-items.csv,DIRECT facade dimension; not a module dimension.
P-2026-01-16,facade,length,2994,NOT_COMPARABLE,,UNRESOLVED,1,1,1,DIRECT,high,stages/02-normalization/normalized-items.csv,DIRECT facade dimension; not a module dimension.
P-2026-01-16,facade,width,34,NOT_COMPARABLE,,UNRESOLVED,1,1,1,DIRECT,high,stages/02-normalization/normalized-items.csv,DIRECT facade dimension; not a module dimension.
P-2026-01-16,facade,width,70,NOT_COMPARABLE,,UNRESOLVED,2,1,1,DIRECT,high,stages/02-normalization/normalized-items.csv,DIRECT facade dimension; not a module dimension.
P-2026-01-16,facade,width,100,NOT_COMPARABLE,,UNRESOLVED,8,1,1,DIRECT,high,stages/02-normalization/normalized-items.csv,DIRECT facade dimension; not a module dimension.
P-2026-01-16,facade,width,297,NOT_COMPARABLE,,UNRESOLVED,1,1,1,DIRECT,high,stages/02-normalization/normalized-items.csv,DIRECT facade dimension; not a module dimension.
P-2026-01-16,facade,width,414,NOT_COMPARABLE,,UNRESOLVED,1,1,1,DIRECT,high,stages/02-normalization/normalized-items.csv,DIRECT facade dimension; not a module dimension.
P-2026-01-16,facade,width,447,NOT_COMPARABLE,,UNRESOLVED,3,1,1,DIRECT,high,stages/02-normalization/normalized-items.csv,DIRECT facade dimension; not a module dimension.
P-2026-01-16,facade,width,542,NOT_COMPARABLE,,UNRESOLVED,1,1,1,DIRECT,high,stages/02-normalization/normalized-items.csv,DIRECT facade dimension; not a module dimension.
P-2026-01-16,facade,width,597,NOT_COMPARABLE,,UNRESOLVED,5,1,1,DIRECT,high,stages/02-normalization/normalized-items.csv,DIRECT facade dimension; not a module dimension.
P-2026-01-16,facade,width,1094,NOT_COMPARABLE,,UNRESOLVED,1,1,1,DIRECT,high,stages/02-normalization/normalized-items.csv,DIRECT facade dimension; not a module dimension.
P-2026-01-16,facade,width,1097,NOT_COMPARABLE,,UNRESOLVED,1,1,1,DIRECT,high,stages/02-normalization/normalized-items.csv,DIRECT facade dimension; not a module dimension.
P-2024-08-01,section_unknown,width,600,WIDTH_PRESENT_IN_MARKET_BASELINE,,UNRESOLVED,3,3,1,DIRECT_VISUAL,high,docs/stage-3-calculation-model/studio-module-visual-evidence.csv,Direct visual columns chain; role is not established.
P-2025-04-01,section_unknown,width,600,WIDTH_PRESENT_IN_MARKET_BASELINE,,UNRESOLVED,6,6,1,DIRECT_VISUAL,high,docs/stage-3-calculation-model/studio-module-visual-evidence.csv,Direct visual main and island chains; role is not established.
P-2025-04-01,section_unknown,width,900,WIDTH_PRESENT_IN_MARKET_BASELINE,,UNRESOLVED,2,2,1,DIRECT_VISUAL,high,docs/stage-3-calculation-model/studio-module-visual-evidence.csv,Direct visual main and island chains; role is not established.
P-2025-04-01,base_dishwasher_slot,appliance_slot_width,600,EXACT_MARKET_MATCH,A,MARKET_STANDARD,1,1,1,DIRECT_VISUAL,high,docs/stage-3-calculation-model/studio-module-visual-evidence.csv,ПММ is labelled and its 600-mm slot is directly dimensioned in the island chain.
P-2026-01-16,section_unknown,width,450,WIDTH_PRESENT_IN_MARKET_BASELINE,,UNRESOLVED,4,4,1,DIRECT_VISUAL,high,docs/stage-3-calculation-model/studio-module-visual-evidence.csv,Direct visual 450|450|450|450 chain; role is not established.
